:START_ID(Keyword),:END_ID(Keyword),:TYPE
儿童专用药,儿童用药,ALIAS_OF
妊娠期高血压疾病,妊娠期高血压,ALIAS_OF
承载能力,承载力,ALIAS_OF
症状群管理,症状管理,ALIAS_OF
生物应用,生物医学应用,ALIAS_OF
多发性硬化症,多发性硬化,ALIAS_OF
海表面温度,海表温度,ALIAS_OF
Self‐assembly,Self-assembly,ALIAS_OF
数字基础设施建设,数字基础设施,ALIAS_OF
靶向用药,靶向药物,ALIAS_OF
Goldbach-Linnik型问题,Goldbach-Linnik问题,ALIAS_OF
痰瘀同治方,痰瘀同治,ALIAS_OF
冠状动脉疾病,冠心病,ALIAS_OF
冠脉微循环功能障碍,冠状动脉微循环功能障碍,ALIAS_OF
肺动脉栓塞,肺栓塞,ALIAS_OF
桥梁结构健康监测,桥梁健康监测,ALIAS_OF
塞内卡病毒A(SVA),A型塞内卡病毒(SVA),ALIAS_OF
neurotransmitters,Neurotransmitters,ALIAS_OF
生鲜品,生鲜产品,ALIAS_OF
高效液相色谱串联质谱,高效液相色谱-串联质谱,ALIAS_OF
基于模型的体系工程,基于模型的系统工程,ALIAS_OF
抗体药物偶联物,抗体偶联药物,ALIAS_OF
中西医综合疗法,中西医结合治疗,ALIAS_OF
鸽副黏病毒Ⅰ型,鸽Ⅰ型副黏病毒,ALIAS_OF
规划布局,布局规划,ALIAS_OF
含无细胞百白破成分联合疫苗,无细胞百白破联合疫苗,ALIAS_OF
Host-guest complexation,host-guest complexation,ALIAS_OF
Word2vec,Word2Vec,ALIAS_OF
数字病理科,数字病理,ALIAS_OF
双减政策,“双减”政策,ALIAS_OF
arduino,Arduino,ALIAS_OF
文档级实体关系抽取,文档级关系抽取,ALIAS_OF
计算机体层摄影血管造影术,计算机体层摄影血管造影,ALIAS_OF
肿瘤免疫治疗,抗肿瘤免疫治疗,ALIAS_OF
black phosphorus,Black phosphorus,ALIAS_OF
数字化供应链,供应链数字化,ALIAS_OF
随机扰动项,随机扰动,ALIAS_OF
高脂血症性急性胰腺炎,高甘油三酯血症性急性胰腺炎,ALIAS_OF
Romax仿真分析,Romax仿真,ALIAS_OF
骨病,骨疾病,ALIAS_OF
视网膜病变,视网膜疾病,ALIAS_OF
海洋大气,海洋-大气,ALIAS_OF
电子器件封装,电子封装,ALIAS_OF
安全防护,安全防御,ALIAS_OF
胃癌癌前病变,胃癌前病变,ALIAS_OF
呼吸系统感染疾病,呼吸道感染性疾病,ALIAS_OF
食品包装材料,食品包装,ALIAS_OF
慢性高血压病,慢性高血压,ALIAS_OF
免疫特性,免疫特征,ALIAS_OF
局部表面等离子体共振,局域表面等离子体共振,ALIAS_OF
骨髓来源间充质干细胞,骨髓间充质干细胞,ALIAS_OF
计算机断层扫描成像,计算机断层扫描,ALIAS_OF
Mol­ecular conformation,Molecular conformation,ALIAS_OF
异构多源多模态数据,多源异构数据,ALIAS_OF
齿轮系统,齿轮传动机构,ALIAS_OF
MER topology,MER Topology,ALIAS_OF
芯片项目,芯片开发项目,ALIAS_OF
混合随机微分方程,混合型随机微分方程,ALIAS_OF
网络拓扑结构,网络拓扑,ALIAS_OF
machine learning,Machine learning,ALIAS_OF
高脂血症性胰腺炎,高甘油三酯血症性急性胰腺炎,ALIAS_OF
数学多元表征理论,数学多元表征,ALIAS_OF
Cd,CD,ALIAS_OF
Light-harvesting,Light-harvesting system,ALIAS_OF
Crown ethers,Crown ether,ALIAS_OF
样机实验,实验样机,ALIAS_OF
数智转型,数智化转型,ALIAS_OF
图像语义内容分割,图像语义分割,ALIAS_OF
椭圆方程,椭圆型方程,ALIAS_OF
宫颈细胞学,子宫颈细胞学,ALIAS_OF
wnt/β-catenin信号通路,Wnt/β-catenin信号通路,ALIAS_OF
全球疫苗免疫联盟,全球疫苗与免疫联盟,ALIAS_OF
second harmonic generation,Second Harmonic Generation,ALIAS_OF
埃博拉病毒病,埃博拉病毒,ALIAS_OF
Logistic回归分析模型,Logistic回归,ALIAS_OF
动脉硬化,动脉粥样硬化,ALIAS_OF
智能虫情测报灯,智能自动虫情测报灯,ALIAS_OF
outer‐surface interactions,Outer-surface interactions,ALIAS_OF
钠葡萄糖转运蛋白-2抑制剂,钠-葡萄糖共转运蛋白2抑制剂,ALIAS_OF
photocyclization,Photocyclization,ALIAS_OF
Resonance energy transfer,Fluorescence resonance energy transfer,ALIAS_OF
host-guest interaction,Host-Guest interaction,ALIAS_OF
gas sensor,Gas sensor,ALIAS_OF
风力发电机,风力发电,ALIAS_OF
碳硫键,碳-硫键,ALIAS_OF
商品化疫苗,商业化疫苗,ALIAS_OF
超高效液相色谱-串联质谱仪,超高效液相色谱-质谱联用,ALIAS_OF
数字营销,数字化营销,ALIAS_OF
集成电路产业集群,集成电路产业,ALIAS_OF
无线传感网络,无线传感器网络,ALIAS_OF
沸石咪唑骨架材料,沸石咪唑酯骨架材料,ALIAS_OF
轻量化模型,模型轻量化,ALIAS_OF
脾虚湿阻,脾虚湿困,ALIAS_OF
logistic回归模型,Logistic回归,ALIAS_OF
冠状动脉微血管功能障碍,冠状动脉微循环功能障碍,ALIAS_OF
γ氨基丁酸,γ-氨基丁酸,ALIAS_OF
绝缘层上硅,绝缘体上硅,ALIAS_OF
Alzheimer disease,Alzheimer’s disease,ALIAS_OF
家庭照顾者,家庭照护者,ALIAS_OF
多组学联合分析,多组学分析,ALIAS_OF
知识传递,知识传播,ALIAS_OF
肺疾病,肺部疾病,ALIAS_OF
芯片研发项目,芯片开发项目,ALIAS_OF
photochromism,Photochromism,ALIAS_OF
超分子框架结构,超分子框架,ALIAS_OF
解的唯一性,解的存在性与唯一性,ALIAS_OF
溶胶—凝胶,溶胶-凝胶法,ALIAS_OF
口腔微生物菌群,口腔微生物,ALIAS_OF
gels,Gels,ALIAS_OF
双向门控循环单元,双向循环门控单元,ALIAS_OF
分布鲁棒优化,分布式鲁棒优化,ALIAS_OF
慢性自发性荨麻疹,慢性荨麻疹,ALIAS_OF
微生物组多样性,微生物多样性,ALIAS_OF
农技知识,农业知识,ALIAS_OF
不明原因严重急性儿童肝炎,不明原因儿童严重急性肝炎,ALIAS_OF
医疗文本分类,医学文本分类,ALIAS_OF
膝骨性关节炎,膝骨关节炎,ALIAS_OF
中医药学,中医学,ALIAS_OF
行星和卫星,气态行星: 行星和卫星:气态行星,ALIAS_OF
滑膜炎症,滑膜炎,ALIAS_OF
针灸疗法,针灸治疗,ALIAS_OF
density functional theory,Density functional theory,ALIAS_OF
无细胞百白破疫苗,无细胞百白破联合疫苗,ALIAS_OF
数字化创新,数字创新,ALIAS_OF
molecular catalysts,Molecular catalysis,ALIAS_OF
宏基因组学分析,宏基因组分析,ALIAS_OF
拓扑模型,拓扑关系模型,ALIAS_OF
混沌多项式展开,多项式混沌展开,ALIAS_OF
quality control,Quality control,ALIAS_OF
遗传演化分析,遗传变异分析,ALIAS_OF
python,Python,ALIAS_OF
血小板和淋巴细胞比值,血小板与淋巴细胞比值,ALIAS_OF
electrostatic interaction,Electrostatic interactions,ALIAS_OF
编码解码器,编码器-解码器,ALIAS_OF
肺炎球菌结合疫苗,肺炎球菌疫苗,ALIAS_OF
二型糖尿病,2型糖尿病,ALIAS_OF
Adams,ADAMS,ALIAS_OF
micelles,Micelle,ALIAS_OF
青年人,青年,ALIAS_OF
Crystal engineering,Crystal Engineering,ALIAS_OF
数字病理学,数字病理,ALIAS_OF
静脉血栓栓塞症,静脉血栓栓塞,ALIAS_OF
阶一周期解,阶1周期解,ALIAS_OF
网格剖分,剖分网格,ALIAS_OF
thermal stability,Thermal stability,ALIAS_OF
扫描隧道显微术,扫描隧道显微镜,ALIAS_OF
刑事证据审查判断,刑事证据判断,ALIAS_OF
正电子发射断层显像术,正电子发射断层扫描,ALIAS_OF
用水权交易,水权交易,ALIAS_OF
Openpose,OpenPose,ALIAS_OF
PROTACS,PROTACs,ALIAS_OF
蛋白质相互作用网络,蛋白-蛋白相互作用网络,ALIAS_OF
黄帝内经,《黄帝内经》,ALIAS_OF
免疫机能,免疫功能,ALIAS_OF
细胞程序性死亡,程序性细胞死亡,ALIAS_OF
农业有机废料,农业有机废弃物,ALIAS_OF
biological activity,Biological activity,ALIAS_OF
甘油三酯-葡萄糖指数,甘油三酯-葡萄糖乘积指数,ALIAS_OF
集成电路产业上市公司,集成电路上市企业,ALIAS_OF
心脑血管系统疾病,心脑血管疾病,ALIAS_OF
神经炎症,神经源性炎症,ALIAS_OF
欧盟人工智能法,欧盟《人工智能法》,ALIAS_OF
海洋生物污损,海洋污损生物,ALIAS_OF
载体疫苗,活载体疫苗,ALIAS_OF
Monte-Carlo模拟,Monte Carlo模拟,ALIAS_OF
扫描力探针显微术,扫描探针显微术,ALIAS_OF
智慧机器人,智能机器人,ALIAS_OF
RNA-seq,RNA-Seq,ALIAS_OF
电荷分离态,电荷分离,ALIAS_OF
Suzuki-Miyaura交叉偶联反应,Suzuki-Miyaura偶联反应,ALIAS_OF
乳腺超声检查,乳腺超声,ALIAS_OF
解的存在唯一性,解的存在性与唯一性,ALIAS_OF
慢性肾脏疾病,慢性肾脏病,ALIAS_OF
Supramolecular-assembly,Supramolecular assembly,ALIAS_OF
可持续农业发展,农业可持续发展,ALIAS_OF
血脂代谢,血脂异常,ALIAS_OF
Hydrogen bonds,Hydrogen bond,ALIAS_OF
磁场耦合,电磁耦合,ALIAS_OF
炎症反应,炎性反应,ALIAS_OF
发展路线图,发展路径,ALIAS_OF
痰湿质,痰湿体质,ALIAS_OF
共振稀疏分解,共振稀疏信号分解,ALIAS_OF
Supramolecular structures,Supramolecular structure,ALIAS_OF
cyclodextrin,Cyclodextrin,ALIAS_OF
肿瘤浸润淋巴细胞,肿瘤浸润性淋巴细胞,ALIAS_OF
粪便菌群移植,粪便微生物群移植,ALIAS_OF
鲫病害,鲫鱼病害,ALIAS_OF
叙事性干预,叙事干预,ALIAS_OF
氟化物,氟化学,ALIAS_OF
系统电化学,电化学系统,ALIAS_OF
长征五号火箭,长征五号运载火箭,ALIAS_OF
structure controllable synthesis,structure-controllable synthesis,ALIAS_OF
meta分析,Meta分析,ALIAS_OF
新型冠状病毒性肺炎,新型冠状病毒肺炎,ALIAS_OF
Lithium‐ion batteries,Lithium-ion batteries,ALIAS_OF
biomedical applications,Biomedical Applications,ALIAS_OF
生态环境治理,生态治理,ALIAS_OF
病毒样颗粒(VLPs),病毒样颗粒(VLP),ALIAS_OF
Toll受体激动剂,Toll样受体激动剂,ALIAS_OF
慢性乙型肝炎,乙型病毒性肝炎,ALIAS_OF
Host-guest interactions,Host-Guest interactions,ALIAS_OF
激光增材制造装备,激光增材制造,ALIAS_OF
共生微生物群,共生微生物,ALIAS_OF
话语特点,话语特征,ALIAS_OF
综合性实验,综合实验,ALIAS_OF
集成电路封装设计,集成电路封装,ALIAS_OF
人机结合智能,人机融合智能,ALIAS_OF
反向遗传操作技术,反向遗传学,ALIAS_OF
减毒疫苗,减毒活疫苗,ALIAS_OF
合成生物技术,合成生物学,ALIAS_OF
软硬协同设计,软硬件协同设计,ALIAS_OF
肝郁脾虚型,肝郁脾虚,ALIAS_OF
伤残损失寿命年,伤残寿命损失年,ALIAS_OF
比较基因组学分析,比较基因组学,ALIAS_OF
遗传基因,基因遗传,ALIAS_OF
蛋白质结构,蛋白结构,ALIAS_OF
复合金属氧化物,复合氧化物,ALIAS_OF
Schiff Base,Schiff base,ALIAS_OF
Deepseek,DeepSeek,ALIAS_OF
轨道动力学,轨道力学,ALIAS_OF
癌症亚型分类,癌症亚型分层,ALIAS_OF
表/界面结构,界面结构,ALIAS_OF
癌症相关认知功能障碍,癌症相关性认知功能障碍,ALIAS_OF
药物敏感,药物敏感性,ALIAS_OF
标准化差值植被指数,归一化差值植被指数,ALIAS_OF
有机硒化物,有机硒化合物,ALIAS_OF
2-吗啉-2-苯基乙酸衍生物,2-吗啉-2-苯基乙酸,ALIAS_OF
流行状况,流行情况,ALIAS_OF
RhoA/ROCK通路,RhoA-ROCK通路,ALIAS_OF
非接触测试,非接触式测量,ALIAS_OF
小学高学段学生,小学高年级学生,ALIAS_OF
急性呼吸综合征冠状病毒2(SARS-CoV-2),严重急性呼吸系统综合征冠状病毒2型(SARS-CoV-2),ALIAS_OF
疾病预防和控制,疾病预防控制,ALIAS_OF
肌萎缩,肌肉萎缩,ALIAS_OF
微电子机械系统(MEMS)技术,微机电系统(MEMS),ALIAS_OF
自注意力机制网络,注意力机制网络,ALIAS_OF
有机分子组装,有机分子自组装,ALIAS_OF
数字教学资源,数字化教学资源,ALIAS_OF
产业结构高级化,产业结构高度化,ALIAS_OF
集成电路产业链,集成电路产业,ALIAS_OF
球虫疾病,球虫病,ALIAS_OF
太阳电池,太阳能电池,ALIAS_OF
微波单片集成电路,单片微波集成电路,ALIAS_OF
突变基因,基因突变,ALIAS_OF
全髋关节置换,人工全髋关节置换术,ALIAS_OF
计算机断层成像,计算机断层扫描,ALIAS_OF
载荷特点,载荷特性,ALIAS_OF
锰基催化剂,锰催化剂,ALIAS_OF
耳穴贴压疗法,耳穴贴压法,ALIAS_OF
长短期记忆网络LSTM,长短期记忆网络(LSTM),ALIAS_OF
传播特点,传播特征,ALIAS_OF
钙钛矿氧化物,钙钛矿型氧化物,ALIAS_OF
十八烷基三氯硅烷(OTS),十八烷基三氯硅烷,ALIAS_OF
决策树–马尔可夫模型,决策树-马尔可夫模型,ALIAS_OF
心肌再灌注损伤,心肌缺血再灌注损伤,ALIAS_OF
可充电锌-空电池,可充电锌-空气电池,ALIAS_OF
中医防治,中医药防治,ALIAS_OF
即时语义分割,实时语义分割,ALIAS_OF
Synthesis,synthesis,ALIAS_OF
教育的本质,教育本质,ALIAS_OF
均方指数稳定性,均方指数稳定,ALIAS_OF
去噪扩散模型,去噪扩散概率模型,ALIAS_OF
纤维复合材料,纤维增强复合材料,ALIAS_OF
大学生,心理亚健康: 大学生:心理亚健康,ALIAS_OF
pyrene,Pyrene,ALIAS_OF
hydrogen bonds,Hydrogen bond,ALIAS_OF
几何布朗运动模型,几何布朗运动,ALIAS_OF
MPs,MPS,ALIAS_OF
农作物害虫,农业害虫,ALIAS_OF
教学实验,实验教学,ALIAS_OF
乙肝免疫球蛋白,乙型肝炎免疫球蛋白,ALIAS_OF
antimicrobial peptides,Antimicrobial peptides,ALIAS_OF
免疫预防,免疫防控,ALIAS_OF
乙型肝炎病毒表面抗体,乙型肝炎表面抗体,ALIAS_OF
iodine adsorption,Iodine adsorption,ALIAS_OF
树枝聚合物,树枝状聚合物,ALIAS_OF
加氢脱氧,催化加氢脱氧,ALIAS_OF
齿根裂纹扩展,齿根裂纹,ALIAS_OF
混合次分数布朗运动,混合分数布朗运动,ALIAS_OF
LibGuide,LibGuides,ALIAS_OF
制造企业智能化,制造业智能化,ALIAS_OF
脱细胞外基质,脱细胞基质,ALIAS_OF
碳排放绩效,碳减排绩效,ALIAS_OF
医护人员,医务人员,ALIAS_OF
平衡θ-Heun法,平衡θ-Heun方法,ALIAS_OF
几何规划法,几何规划,ALIAS_OF
生物地理学,生物地理,ALIAS_OF
新品上市定价,新产品定价,ALIAS_OF
免疫组织化学染色法,免疫组织化学染色,ALIAS_OF
萎缩性胃炎,慢性萎缩性胃炎,ALIAS_OF
经皮冠状动脉介入治疗术,经皮冠状动脉介入治疗,ALIAS_OF
碳排放量,碳排放,ALIAS_OF
抗菌素耐药,抗微生物药物耐药性,ALIAS_OF
异质集成,异质异构集成,ALIAS_OF
PI3K/Akt/NF-κB信号通路,PI3K/AKT/NF-κB信号通路,ALIAS_OF
chiplet,Chiplet,ALIAS_OF
融合多模态,多模态融合,ALIAS_OF
结构与性能关系,结构-性能关系,ALIAS_OF
急性深静脉血栓,深静脉血栓,ALIAS_OF
自组装分子层,自组装单分子层,ALIAS_OF
等离子体带,等离子体,ALIAS_OF
免疫学机制,免疫机制,ALIAS_OF
乳腺X线摄影,乳腺X射线摄影,ALIAS_OF
冠脉CT血管造影,冠状动脉CT血管成像,ALIAS_OF
反向遗传学技术,反向遗传学,ALIAS_OF
转基因农作物,转基因作物,ALIAS_OF
实体关系联合抽取,实体关系抽取,ALIAS_OF
定向全卷积神经网络,全卷积神经网络,ALIAS_OF
政策演变,政策演化,ALIAS_OF
量子科技,量子技术,ALIAS_OF
门诊医疗信息系统,门诊信息系统,ALIAS_OF
生物学特点,生物学特征,ALIAS_OF
等效线性化法,等效线性化,ALIAS_OF
crystal structures,Crystal structures,ALIAS_OF
多尺寸卷积,多尺度卷积,ALIAS_OF
结构复合材料,复合材料结构,ALIAS_OF
版权侵权风险,侵权风险,ALIAS_OF
任务复杂性,任务复杂度,ALIAS_OF
补肺益肾组分方Ⅱ,补肺益肾方,ALIAS_OF
医疗知识图谱,医学知识图谱,ALIAS_OF
人二倍体细胞MRC-5,人二倍体MRC-5细胞,ALIAS_OF
中小学学生,中小学生,ALIAS_OF
食品香料,食品用香料,ALIAS_OF
Unet,UNet,ALIAS_OF
光滑粒子流体动力学方法,光滑粒子流体动力学,ALIAS_OF
工业机器人渗透度,工业机器人渗透率,ALIAS_OF
非均相臭氧催化,非均相催化臭氧氧化,ALIAS_OF
组织再生修复,组织修复和再生,ALIAS_OF
蠕虫胶束,蠕虫状胶束,ALIAS_OF
健康服务,健康服务与管理,ALIAS_OF
Supramolecules,Supramolecule,ALIAS_OF
航天运输系统,航天运输体系,ALIAS_OF
生物性防控,生物防控,ALIAS_OF
金属有机骨架材料,金属-有机骨架材料,ALIAS_OF
药物化学合成,化学原料药,ALIAS_OF
炎症因子,炎性因子,ALIAS_OF
玻色爱因斯坦凝聚,玻色-爱因斯坦凝聚,ALIAS_OF
Yolo,YOLO,ALIAS_OF
蒙特卡罗模拟,蒙特卡洛模拟,ALIAS_OF
鼠李糖乳酪杆菌,鼠李糖乳杆菌,ALIAS_OF
猪气喘病,猪喘气病,ALIAS_OF
多属性群决策,多属性决策,ALIAS_OF
Caputo型分数阶微分方程,Caputo分数阶导数,ALIAS_OF
铁蛋白1,铁蛋白,ALIAS_OF
脾虚湿盛,脾虚湿困,ALIAS_OF
Faster-RCNN,Faster RCNN,ALIAS_OF
作物生长发育,作物生长,ALIAS_OF
X光电子能谱,X射线光电子能谱,ALIAS_OF
刚柔耦合模型,刚-柔耦合动力学,ALIAS_OF
催化臭氧氧化,催化臭氧化,ALIAS_OF
抗量子密码体制,抗量子密码,ALIAS_OF
糖苷化酶,糖苷酶,ALIAS_OF
食品检测,食品安全检测,ALIAS_OF
植物源次生代谢物,植物次生代谢物,ALIAS_OF
内脏高敏感性,内脏高敏感,ALIAS_OF
液体推进剂火箭发动机,液体火箭发动机,ALIAS_OF
节能减碳,节能减排,ALIAS_OF
车牌号识别,车牌识别,ALIAS_OF
光催化CO2转化,光催化CO2还原,ALIAS_OF
原发性高血压病,原发性高血压,ALIAS_OF
人类布鲁氏菌病,布鲁氏菌病,ALIAS_OF
生物接触氧化法,生物接触氧化,ALIAS_OF
烷烃硫醇,烷基硫醇,ALIAS_OF
白念珠菌,白色念珠菌,ALIAS_OF
智能聊天机器人,人工智能聊天机器人,ALIAS_OF
癌症防治健康素养,癌症健康素养,ALIAS_OF
熵权TOPSIS法,熵权-TOPSIS法,ALIAS_OF
长短期记忆(LSTM)网络,长短期记忆网络(LSTM),ALIAS_OF
整体可变形卷积网络,可变形卷积网络,ALIAS_OF
聚合物分子刷,分子刷聚合物,ALIAS_OF
纳米科学与技术,纳米科学,ALIAS_OF
降阶模型,模型降阶,ALIAS_OF
产业效率性,产业效率,ALIAS_OF
模型机理,机理模型,ALIAS_OF
骨髓间质干细胞,骨髓间充质干细胞,ALIAS_OF
疾病隐喻,疾病的隐喻,ALIAS_OF
氟化工,氟化学,ALIAS_OF
聚类分型,聚类分析,ALIAS_OF
风电齿轮箱,风电机组齿轮箱,ALIAS_OF
room temperature phosphorescence,Room temperature phosphorescence,ALIAS_OF
supramolecular chemistry,Supramolecular Chemistry,ALIAS_OF
self-assembled monolayer,Self-assembled monolayers,ALIAS_OF
量子信息技术,量子信息,ALIAS_OF
氨基酸类衍生物,氨基酸衍生物,ALIAS_OF
多智能体建模仿真,多智能体仿真,ALIAS_OF
子宫颈癌,宫颈癌,ALIAS_OF
小儿支气管哮喘,儿童支气管哮喘,ALIAS_OF
体系构建,体系建构,ALIAS_OF
城市绿地,城市公园绿地,ALIAS_OF
呼吸道感染,上呼吸道感染,ALIAS_OF
空间的生产,空间生产,ALIAS_OF
马立克病病毒,马立克氏病病毒,ALIAS_OF
金属纳米团簇,纳米金属簇,ALIAS_OF
演化比较基因组学,演化基因组学,ALIAS_OF
齿根曲线裂纹,齿根裂纹,ALIAS_OF
自动化行政决策,商业自动化决策,ALIAS_OF
特异性抗体,抗原特异性抗体,ALIAS_OF
antibacterial activity,Antibacterial activity,ALIAS_OF
减毒李斯特菌,减毒单增李斯特菌,ALIAS_OF
pillararenes,Pillararenes,ALIAS_OF
布鲁菌病,布鲁氏菌病,ALIAS_OF
密度泛函理论计算,密度泛函理论,ALIAS_OF
不确定量化,不确定性量化,ALIAS_OF
主体教育,主体性教育,ALIAS_OF
Nd,YAG激光: Nd:YAG激光,ALIAS_OF
p-Laplace算子,p-Laplacian算子,ALIAS_OF
数据隐私保护,数据隐私与保护,ALIAS_OF
大数据挖掘,数据挖掘,ALIAS_OF
H9亚型禽流感,H9N2亚型禽流感,ALIAS_OF
量子密码技术,量子密码,ALIAS_OF
数值模模拟,数值模拟,ALIAS_OF
化学合成技术,化学合成工艺,ALIAS_OF
ω-3多不饱和脂肪酸,Omega-3多不饱和脂肪酸,ALIAS_OF
耐药现状,耐药性现状,ALIAS_OF
海面温度,海表温度,ALIAS_OF
动脉粥样硬化性心血管疾病,动脉粥样硬化性心脑血管疾病,ALIAS_OF
诊断性试验,诊断试验,ALIAS_OF
电商双渠道供应链,双渠道供应链,ALIAS_OF
射血分数保留心力衰竭,射血分数保留性心力衰竭,ALIAS_OF
模式构建,模式建构,ALIAS_OF
层状钙钛矿,层状类钙钛矿,ALIAS_OF
细菌耐药,细菌抗生素耐药性,ALIAS_OF
嵌入向量,向量嵌入,ALIAS_OF
农业机械化发展,农业机械化,ALIAS_OF
农作物废弃物,农业废弃物,ALIAS_OF
PVA/PEDOT,PSS composite hydrogel: PVA/PEDOT: PSS composite hydrogel,ALIAS_OF
化学酶法合成,酶法合成,ALIAS_OF
糖尿病视网膜病变(DR),糖尿病性视网膜病变,ALIAS_OF
polyoxometalates,Polyoxometalate,ALIAS_OF
photoluminescence,Photoluminescence,ALIAS_OF
半导体产业企业,半导体产业,ALIAS_OF
halogen bonds,Halogen bond,ALIAS_OF
对比图象语言预训练,对比语言-图像预训练,ALIAS_OF
毒性测试,毒性试验,ALIAS_OF
心血管事件发生率,心脑血管事件发生率,ALIAS_OF
聚己二酸对苯二甲酸丁二酯,聚己二酸/对苯二甲酸丁二酯,ALIAS_OF
日志解析,日志分析,ALIAS_OF
大语言模型,大型语言模型,ALIAS_OF
芳香烃,芳烃,ALIAS_OF
树状突细胞,树突状细胞,ALIAS_OF
响应曲面法,响应曲面,ALIAS_OF
低覆盖度基因组,低覆盖度全基因组,ALIAS_OF
范式创新,创新范式,ALIAS_OF
芯片级原子钟,芯片原子钟,ALIAS_OF
拟人化类型,拟人化,ALIAS_OF
biomolecular assembly,Biomolecular assemblies,ALIAS_OF
农作物种植制度,农业种植制度,ALIAS_OF
风力发电机组,风力发电,ALIAS_OF
肿瘤分子标记物,肿瘤标志物,ALIAS_OF
上皮间质转化(EMT),上皮-间质转化(EMT),ALIAS_OF
评估指标体系,评价指标体系,ALIAS_OF
问卷调查,调查问卷,ALIAS_OF
结构特征,结构性质,ALIAS_OF
辐射探测器,辐射探测,ALIAS_OF
技术特点,技术特征,ALIAS_OF
logistic模型,Logistic模型,ALIAS_OF
chiral recognitions,Chiral Recognition,ALIAS_OF
遥感影像分割,遥感图像分割,ALIAS_OF
多学科融合,多学科交叉融合,ALIAS_OF
口服轮状病毒活疫苗,口服轮状病毒减毒活疫苗,ALIAS_OF
甘油三酯葡萄糖乘积指数,甘油三酯-葡萄糖乘积指数,ALIAS_OF
生物机制,生物学机制,ALIAS_OF
γ-内酯,γ-丁内酯,ALIAS_OF
CRISPR/Cas9系统,CRISPR-Cas9系统,ALIAS_OF
城乡居民基本医疗保险,城乡居民基本医保,ALIAS_OF
transformer,Transformer,ALIAS_OF
“微生物-肠-脑”轴,微生物-肠-脑轴,ALIAS_OF
抗体依赖性增强,抗体依赖增强,ALIAS_OF
嵌入理论,嵌入性理论,ALIAS_OF
慢性肾病,慢性肾脏病,ALIAS_OF
集成电路设计行业,集成电路设计,ALIAS_OF
性别差距,性别差异,ALIAS_OF
γ-谷氨酰转肽酶,γ-谷氨酰转移酶,ALIAS_OF
2.5D/3D集成,2.5D/3D芯粒集成,ALIAS_OF
platinum(II),Platinum(II),ALIAS_OF
田间农作物,田间作物,ALIAS_OF
逆重构,逆向重构,ALIAS_OF
water,Water,ALIAS_OF
集成电路制造企业,集成电路企业,ALIAS_OF
非线性特性,非线性特征,ALIAS_OF
生理学功能,生理功能,ALIAS_OF
disorder,Disorder,ALIAS_OF
航天运载器,航天运载,ALIAS_OF
图像诊断,影像诊断,ALIAS_OF
系统化学,电化学系统,ALIAS_OF
分子组装体系,分子组装,ALIAS_OF
电机驱动器,电机驱动,ALIAS_OF
molecular simulations,molecular simulation,ALIAS_OF
自动文本生成,文本自动生成,ALIAS_OF
巨型艾美耳球虫,大型艾美耳球虫,ALIAS_OF
人工智能艺术家,人工智能艺术,ALIAS_OF
N三甲基十六烷基溴化铵,十六烷基三甲基溴化铵,ALIAS_OF
存在性和唯一性,存在性与唯一性,ALIAS_OF
Biomedical applications,Biomedical Applications,ALIAS_OF
生态系统建设,生态体系建设,ALIAS_OF
carbon nanotubes,Carbon nanotubes,ALIAS_OF
精准防诊治,精准防治,ALIAS_OF
lncRNA,LncRNA,ALIAS_OF
Caputo-Hadamard导数,Caputo-Hadamard型导数,ALIAS_OF
多囊性肾病,多囊肾病,ALIAS_OF
微分方程系统,微分方程(系统),ALIAS_OF
制度构建,制度建构,ALIAS_OF
three-component reaction,Three-component reaction,ALIAS_OF
雌性激素,雌激素,ALIAS_OF
肠脑轴,肠-脑轴,ALIAS_OF
免疫层析试纸条,免疫层析试纸,ALIAS_OF
卡脖子技术,“卡脖子”技术,ALIAS_OF
酰胺自由基,酰胺氮自由基,ALIAS_OF
心理状况,心理状态,ALIAS_OF
生物质炭,生物炭,ALIAS_OF
重组腺病毒载体疫苗,重组腺病毒疫苗,ALIAS_OF
人布鲁氏菌病,布鲁氏菌病,ALIAS_OF
表界面结构,界面结构,ALIAS_OF
复合刚性微分方程,刚性微分方程,ALIAS_OF
航空航天薄壁件,航天薄壁件,ALIAS_OF
集成型工艺,集成工艺,ALIAS_OF
磁纳米颗粒,磁性纳米粒子,ALIAS_OF
外显子测序,全外显子测序,ALIAS_OF
核苷三磷酸,三磷酸核苷,ALIAS_OF
Polyoxometalates,Polyoxometalate,ALIAS_OF
排放特性,排放特征,ALIAS_OF
重组载体疫苗,重组活载体疫苗,ALIAS_OF
金属–有机框架,金属-有机框架,ALIAS_OF
基因组生物学,基因组学,ALIAS_OF
模糊数学法,模糊数学,ALIAS_OF
Hydrogels,Hydrogel,ALIAS_OF
新兴产业创新生态系统,产业创新生态系统,ALIAS_OF
非靶代谢组学,非靶向代谢组学,ALIAS_OF
美国国家综合癌症网络指南,美国国家综合癌症网络,ALIAS_OF
多属性综合决策,多属性决策,ALIAS_OF
中西医联合治疗,中西医结合治疗,ALIAS_OF
舒适性,舒适度,ALIAS_OF
中美芯片竞争,中美芯片之争,ALIAS_OF
water splitting,Water splitting,ALIAS_OF
微生物转化法,微生物转化,ALIAS_OF
